Location,State,County,Diversity-Index
"Cambria County, PA", PA,Cambria County,0.136806
"Pierce County, ND", ND,Pierce County,0.136477
"Juab County, UT", UT,Juab County,0.136421
"Putnam County, IL", IL,Putnam County,0.136038
"Macon County, TN", TN,Macon County,0.135992
"Deuel County, NE", NE,Deuel County,0.135697
"Benton County, MN", MN,Benton County,0.135673
"Poweshiek County, IA", IA,Poweshiek County,0.135515
"Bottineau County, ND", ND,Bottineau County,0.135495
"Campbell County, KY", KY,Campbell County,0.135453
"Washington County, NY", NY,Washington County,0.135139
"Carbon County, PA", PA,Carbon County,0.134998
"Morris County, KS", KS,Morris County,0.134941
"Yancey County, NC", NC,Yancey County,0.134452
"Perry County, TN", TN,Perry County,0.133735
"Cortland County, NY", NY,Cortland County,0.133718
"Grant County, AR", AR,Grant County,0.133605
"Dawson County, MT", MT,Dawson County,0.133589
"Niobrara County, WY", WY,Niobrara County,0.133584
"Washington County, PA", PA,Washington County,0.133559
"Shannon County, SD", SD,Shannon County,0.133525
"Red Lake County, MN", MN,Red Lake County,0.133397
"Montgomery County, KY", KY,Montgomery County,0.13333
"Winnebago County, IA", IA,Winnebago County,0.133204
"Shelby County, IN", IN,Shelby County,0.133173
"Merrick County, NE", NE,Merrick County,0.133124
"Lee County, VA", VA,Lee County,0.133087
"Dawson County, GA", GA,Dawson County,0.133064
"Comanche County, KS", KS,Comanche County,0.132799
"Daviess County, IN", IN,Daviess County,0.13277
"Daggett County, UT", UT,Daggett County,0.132757
"Paulding County, OH", OH,Paulding County,0.132704
"Dodge County, MN", MN,Dodge County,0.132677
"Zavala County, TX", TX,Zavala County,0.132587
"Jerauld County, SD", SD,Jerauld County,0.132059
"Houghton County, MI", MI,Houghton County,0.131946
"Arthur County, NE", NE,Arthur County,0.131888
"Nodaway County, MO", MO,Nodaway County,0.131887
"Pembina County, ND", ND,Pembina County,0.131807
"Ravalli County, MT", MT,Ravalli County,0.13171
"Putnam County, OH", OH,Putnam County,0.131644
"Cameron Parish, LA", LA,Cameron Parish,0.131634
"Musselshell County, MT", MT,Musselshell County,0.131595
"Marion County, WV", WV,Marion County,0.131534
"Hardin County, IA", IA,Hardin County,0.131367
"Custer County, ID", ID,Custer County,0.131167
"Garden County, NE", NE,Garden County,0.130781
"Sioux County, NE", NE,Sioux County,0.130779
"Phelps County, NE", NE,Phelps County,0.130468
"Miami County, OH", OH,Miami County,0.130165
"Roane County, TN", TN,Roane County,0.13005
"Miami County, KS", KS,Miami County,0.129985
"Smith County, TN", TN,Smith County,0.129933
"Custer County, MT", MT,Custer County,0.129916
"Pickaway County, OH", OH,Pickaway County,0.129649
"Prairie County, MT", MT,Prairie County,0.129599
"Morgan County, TN", TN,Morgan County,0.129545
"Mitchell County, NC", NC,Mitchell County,0.128912
"Roseau County, MN", MN,Roseau County,0.128294
"Benton County, TN", TN,Benton County,0.128248
"Wright County, MN", MN,Wright County,0.128245
"Wood County, WI", WI,Wood County,0.128244
"Jefferson County, MT", MT,Jefferson County,0.12821
"Sully County, SD", SD,Sully County,0.128163
"Knox County, IN", IN,Knox County,0.128129
"Flathead County, MT", MT,Flathead County,0.128123
"Humphreys County, TN", TN,Humphreys County,0.128106
"Barton County, MO", MO,Barton County,0.128048
"Tishomingo County, MS", MS,Tishomingo County,0.127893
"Haywood County, NC", NC,Haywood County,0.127889
"Jackson County, MN", MN,Jackson County,0.127857
"Wabaunsee County, KS", KS,Wabaunsee County,0.127857
"Gosper County, NE", NE,Gosper County,0.127579
"Belmont County, OH", OH,Belmont County,0.127553
"Green Lake County, WI", WI,Green Lake County,0.127258
"Bowman County, ND", ND,Bowman County,0.126877
"Shelby County, OH", OH,Shelby County,0.126541
"Rockbridge County, VA", VA,Rockbridge County,0.126433
"Decatur County, IA", IA,Decatur County,0.12643
"Fayette County, OH", OH,Fayette County,0.126397
"Fulton County, NY", NY,Fulton County,0.126305
"Greene County, TN", TN,Greene County,0.126275
"Botetourt County, VA", VA,Botetourt County,0.126151
"Ballard County, KY", KY,Ballard County,0.126114
"Northumberland County, PA", PA,Northumberland County,0.126037
"Towner County, ND", ND,Towner County,0.125884
"Williams County, OH", OH,Williams County,0.125789
"Valley County, ID", ID,Valley County,0.125654
"Swift County, MN", MN,Swift County,0.125556
"Codington County, SD", SD,Codington County,0.12464
"Rockingham County, NH", NH,Rockingham County,0.124535
"Livingston County, MO", MO,Livingston County,0.124529
"Dunn County, WI", WI,Dunn County,0.124506
"Hubbard County, MN", MN,Hubbard County,0.124418
"Boyd County, KY", KY,Boyd County,0.124389
"Lincoln County, MT", MT,Lincoln County,0.12437
"Clearfield County, PA", PA,Clearfield County,0.124158
"Warrick County, IN", IN,Warrick County,0.122895
"Madison County, NY", NY,Madison County,0.122844
"Hancock County, IN", IN,Hancock County,0.122786
"Bristol County, RI", RI,Bristol County,0.122757
"Sheridan County, MT", MT,Sheridan County,0.122729
"Clinton County, OH", OH,Clinton County,0.122723
"Koochiching County, MN", MN,Koochiching County,0.122712
"Scioto County, OH", OH,Scioto County,0.122701
"Jefferson County, IN", IN,Jefferson County,0.122701
"Lincoln County, MO", MO,Lincoln County,0.122699
"Greenbrier County, WV", WV,Greenbrier County,0.122663
"Van Buren County, AR", AR,Van Buren County,0.122613
"Pickens County, GA", GA,Pickens County,0.122603
"Traill County, ND", ND,Traill County,0.122585
"Daniels County, MT", MT,Daniels County,0.122572
"Monroe County, KY", KY,Monroe County,0.122385
"Zapata County, TX", TX,Zapata County,0.122362
"Bear Lake County, ID", ID,Bear Lake County,0.121925
"Barnes County, ND", ND,Barnes County,0.121141
"Merrimack County, NH", NH,Merrimack County,0.121044
"Stutsman County, ND", ND,Stutsman County,0.121035
"Lewis County, TN", TN,Lewis County,0.120969
"Addison County, VT", VT,Addison County,0.120942
"Cocke County, TN", TN,Cocke County,0.120892
"Washington County, WI", WI,Washington County,0.120809
"Otter Tail County, MN", MN,Otter Tail County,0.120793
"Delta County, MI", MI,Delta County,0.120788
"Columbia County, PA", PA,Columbia County,0.120781
"McKean County, PA", PA,McKean County,0.120768
"Menominee County, MI", MI,Menominee County,0.120755
"Bonner County, ID", ID,Bonner County,0.120744
"Adair County, KY", KY,Adair County,0.120703
"Schoharie County, NY", NY,Schoharie County,0.120693
"Harding County, SD", SD,Harding County,0.120681
"Montgomery County, IL", IL,Montgomery County,0.120584
"Barber County, KS", KS,Barber County,0.120558
"Adams County, ID", ID,Adams County,0.120523
"Stillwater County, MT", MT,Stillwater County,0.120521
"Morgan County, KY", KY,Morgan County,0.120104
"Rawlins County, KS", KS,Rawlins County,0.119786
"Lake County, SD", SD,Lake County,0.119148
"Windham County, VT", VT,Windham County,0.11912
"Champaign County, OH", OH,Champaign County,0.119038
"Cheatham County, TN", TN,Cheatham County,0.118989
"Columbia County, WI", WI,Columbia County,0.118982
"Christian County, MO", MO,Christian County,0.118968
"Crook County, WY", WY,Crook County,0.118947
"Searcy County, AR", AR,Searcy County,0.118917
"Marion County, KS", KS,Marion County,0.1189
"Wallowa County, OR", OR,Wallowa County,0.118863
"Lemhi County, ID", ID,Lemhi County,0.118813
"Tuscola County, MI", MI,Tuscola County,0.118799
"Burt County, NE", NE,Burt County,0.11879
"Grayson County, VA", VA,Grayson County,0.11878
"Carroll County, IL", IL,Carroll County,0.11875
"Woodson County, KS", KS,Woodson County,0.118745
"Clark County, WI", WI,Clark County,0.118336
"O'Brien County, IA", IA,O'Brien County,0.118326
"Kearney County, NE", NE,Kearney County,0.117742
"Lincoln County, SD", SD,Lincoln County,0.117435
"Russell County, KS", KS,Russell County,0.117328
"Clinton County, MO", MO,Clinton County,0.117302
"Sullivan County, TN", TN,Sullivan County,0.117227
"Floyd County, IA", IA,Floyd County,0.117192
"Burke County, ND", ND,Burke County,0.117183
"Grand Isle County, VT", VT,Grand Isle County,0.117162
"Gallia County, OH", OH,Gallia County,0.117129
"Floyd County, VA", VA,Floyd County,0.117069
"Dickey County, ND", ND,Dickey County,0.116952
"Wayne County, KY", KY,Wayne County,0.116944
"Tazewell County, VA", VA,Tazewell County,0.116891
"Cloud County, KS", KS,Cloud County,0.116836
"Greene County, PA", PA,Greene County,0.11682
"Mineral County, CO", CO,Mineral County,0.116737
"Marshall County, MN", MN,Marshall County,0.116401
"Dade County, GA", GA,Dade County,0.115501
"Steuben County, NY", NY,Steuben County,0.11546
"Laclede County, MO", MO,Laclede County,0.115438
"Logan County, OH", OH,Logan County,0.115422
"White County, TN", TN,White County,0.115338
"Macon County, MO", MO,Macon County,0.115321
"Indiana County, PA", PA,Indiana County,0.115298
"Monroe County, MO", MO,Monroe County,0.115288
"Madison County, NC", NC,Madison County,0.115282
"Broadwater County, MT", MT,Broadwater County,0.11525
"Wheatland County, MT", MT,Wheatland County,0.115222
"Divide County, ND", ND,Divide County,0.115174
"Sullivan County, PA", PA,Sullivan County,0.115157
"Schuyler County, IL", IL,Schuyler County,0.114904
"Kidder County, ND", ND,Kidder County,0.114573
"Unicoi County, TN", TN,Unicoi County,0.114507
"Rich County, UT", UT,Rich County,0.114355
"Polk County, MO", MO,Polk County,0.113658
"Barron County, WI", WI,Barron County,0.113589
"Sharp County, AR", AR,Sharp County,0.113557
"Benzie County, MI", MI,Benzie County,0.113538
"Coffey County, KS", KS,Coffey County,0.113537
"Moore County, TN", TN,Moore County,0.113472
"Henry County, IN", IN,Henry County,0.113398
"Mercer County, ND", ND,Mercer County,0.113379
"Oliver County, ND", ND,Oliver County,0.113364
"Clay County, NC", NC,Clay County,0.113242
"Martin County, MN", MN,Martin County,0.112892
"Chisago County, MN", MN,Chisago County,0.111807
"Ray County, MO", MO,Ray County,0.111678
"Harrison County, KY", KY,Harrison County,0.111632
"Jefferson County, KS", KS,Jefferson County,0.111582
"Dade County, MO", MO,Dade County,0.111572
"Shannon County, MO", MO,Shannon County,0.111537
"Osage County, KS", KS,Osage County,0.111531
"Kingman County, KS", KS,Kingman County,0.111502
"Park County, MT", MT,Park County,0.111492
"Wythe County, VA", VA,Wythe County,0.111431
"Madison County, MT", MT,Madison County,0.111403
"Mineral County, WV", WV,Mineral County,0.111369
"Cherokee County, IA", IA,Cherokee County,0.111356
"Russell County, KY", KY,Russell County,0.111099
"Sanilac County, MI", MI,Sanilac County,0.111069
"Adams County, IN", IN,Adams County,0.110617
"Penobscot County, ME", ME,Penobscot County,0.110057
"Chippewa County, WI", WI,Chippewa County,0.109977
"Izard County, AR", AR,Izard County,0.109932
"Gibson County, IN", IN,Gibson County,0.1098
"Perry County, IN", IN,Perry County,0.109643
"Garrard County, KY", KY,Garrard County,0.109624
"Sequatchie County, TN", TN,Sequatchie County,0.109298
"Hancock County, IA", IA,Hancock County,0.10929
"Rush County, KS", KS,Rush County,0.10928
"Humboldt County, IA", IA,Humboldt County,0.109138
"Banner County, NE", NE,Banner County,0.108764
"Clermont County, OH", OH,Clermont County,0.108058
"Medina County, OH", OH,Medina County,0.108015
"Lawrence County, TN", TN,Lawrence County,0.107994
"Anderson County, KY", KY,Anderson County,0.107989
"Linn County, KS", KS,Linn County,0.107987
"Tazewell County, IL", IL,Tazewell County,0.107969
"Westmoreland County, PA", PA,Westmoreland County,0.107905
"Wibaux County, MT", MT,Wibaux County,0.107824
"Aitkin County, MN", MN,Aitkin County,0.107822
"Winston County, AL", AL,Winston County,0.107808
"Grant County, SD", SD,Grant County,0.107733
"Steuben County, IN", IN,Steuben County,0.107566
"Plymouth County, IA", IA,Plymouth County,0.107461
"Trimble County, KY", KY,Trimble County,0.107444
"Carroll County, IN", IN,Carroll County,0.107126
"Wayne County, OH", OH,Wayne County,0.106199
"Henry County, MO", MO,Henry County,0.106186
"Vernon County, MO", MO,Vernon County,0.106156
"Carroll County, MO", MO,Carroll County,0.106143
"Warren County, NY", NY,Warren County,0.106127
"Iron County, MO", MO,Iron County,0.106124
"Franklin County, VT", VT,Franklin County,0.106123
"Washington County, VT", VT,Washington County,0.106119
"Spencer County, KY", KY,Spencer County,0.106116
"Charlevoix County, MI", MI,Charlevoix County,0.106074
"Fergus County, MT", MT,Fergus County,0.106051
"Nemaha County, NE", NE,Nemaha County,0.106037
"Smyth County, VA", VA,Smyth County,0.106026
"Columbiana County, OH", OH,Columbiana County,0.106021
"Boone County, AR", AR,Boone County,0.106016
"St. Clair County, MO", MO,St. Clair County,0.106005
"Newton County, AR", AR,Newton County,0.105992
"Hancock County, WV", WV,Hancock County,0.105968
"Lincoln County, KY", KY,Lincoln County,0.105966
"Powder River County, MT", MT,Powder River County,0.105957
"Ottawa County, KS", KS,Ottawa County,0.10591
"Marquette County, WI", WI,Marquette County,0.105865
"Pocahontas County, IA", IA,Pocahontas County,0.105779
"Jefferson County, NE", NE,Jefferson County,0.105692
"Ohio County, KY", KY,Ohio County,0.105619
"Fillmore County, NE", NE,Fillmore County,0.105533
"Sheridan County, KS", KS,Sheridan County,0.10522
"Anderson County, KS", KS,Anderson County,0.10437
"Mahaska County, IA", IA,Mahaska County,0.104335
"St. Croix County, WI", WI,St. Croix County,0.1043
"Harrison County, WV", WV,Harrison County,0.104274
"Oregon County, MO", MO,Oregon County,0.104259
"Iosco County, MI", MI,Iosco County,0.104258
"Lake of the Woods County, MN", MN,Lake of the Woods County,0.10425
"Oswego County, NY", NY,Oswego County,0.104212
"Washington County, MO", MO,Washington County,0.104208
"Sargent County, ND", ND,Sargent County,0.104182
"Page County, VA", VA,Page County,0.104178
"Johnson County, TN", TN,Johnson County,0.104158
"Bell County, KY", KY,Bell County,0.104157
"Green County, KY", KY,Green County,0.104155
"Rock County, MN", MN,Rock County,0.104126
"Shiawassee County, MI", MI,Shiawassee County,0.104099
"Carter County, MO", MO,Carter County,0.104079
"Door County, WI", WI,Door County,0.104069
"Union County, GA", GA,Union County,0.104035
"Phillips County, KS", KS,Phillips County,0.104032
"Cass County, NE", NE,Cass County,0.10398
"Cumberland County, KY", KY,Cumberland County,0.103969
"Randolph County, IN", IN,Randolph County,0.103878
"Murray County, MN", MN,Murray County,0.103838
"Brown County, MN", MN,Brown County,0.103683
"Hayes County, NE", NE,Hayes County,0.103497
"LaGrange County, IN", IN,LaGrange County,0.103473
"Aroostook County, ME", ME,Aroostook County,0.102487
"Rowan County, KY", KY,Rowan County,0.102445
"Morgan County, MO", MO,Morgan County,0.102404
"Fayette County, IA", IA,Fayette County,0.102373
"Breckinridge County, KY", KY,Breckinridge County,0.102344
"Pulaski County, KY", KY,Pulaski County,0.102327
"Nelson County, ND", ND,Nelson County,0.102316
"Wilkin County, MN", MN,Wilkin County,0.102302
"Greene County, AR", AR,Greene County,0.102263
"Camden County, MO", MO,Camden County,0.102263
"Clay County, IA", IA,Clay County,0.102115
"Deuel County, SD", SD,Deuel County,0.102046
"Oneida County, ID", ID,Oneida County,0.101972
"Bland County, VA", VA,Bland County,0.101856
"Starke County, IN", IN,Starke County,0.101855
"Cheshire County, NH", NH,Cheshire County,0.100584
"Isanti County, MN", MN,Isanti County,0.10058
"Carlisle County, KY", KY,Carlisle County,0.100525
"Meigs County, TN", TN,Meigs County,0.100513
"Grant County, KY", KY,Grant County,0.100466
"Teton County, MT", MT,Teton County,0.100445
"Andrew County, MO", MO,Andrew County,0.100426
"Pendleton County, WV", WV,Pendleton County,0.100394
"Jones County, IA", IA,Jones County,0.100394
"Pulaski County, IN", IN,Pulaski County,0.100371
"Van Wert County, OH", OH,Van Wert County,0.100255
"Ford County, IL", IL,Ford County,0.100249
"Montgomery County, IA", IA,Montgomery County,0.100076
"Butler County, KY", KY,Butler County,0.100056
"Lafayette County, WI", WI,Lafayette County,0.099823
"Holt County, NE", NE,Holt County,0.099753
"Dent County, MO", MO,Dent County,0.098769
"Washburn County, WI", WI,Washburn County,0.09873
"Wadena County, MN", MN,Wadena County,0.09872
"Montgomery County, MO", MO,Montgomery County,0.098688
"Jasper County, IA", IA,Jasper County,0.09868
"Howell County, MO", MO,Howell County,0.098676
"Wabash County, IN", IN,Wabash County,0.098671
"Webster County, MO", MO,Webster County,0.09864
"Langlade County, WI", WI,Langlade County,0.098635
"Calhoun County, IA", IA,Calhoun County,0.098625
"Livingston County, MI", MI,Livingston County,0.098613
"Bates County, MO", MO,Bates County,0.098588
"Carbon County, MT", MT,Carbon County,0.098573
"Barry County, MI", MI,Barry County,0.09853
"Missaukee County, MI", MI,Missaukee County,0.098517
"Parke County, IN", IN,Parke County,0.098485
"Mills County, IA", IA,Mills County,0.098473
"Douglas County, SD", SD,Douglas County,0.098457
"Green County, WI", WI,Green County,0.098388
"Jo Daviess County, IL", IL,Jo Daviess County,0.098303
"Marshall County, IL", IL,Marshall County,0.098291
"Carroll County, VA", VA,Carroll County,0.098249
"McCook County, SD", SD,McCook County,0.098241
"Elliott County, KY", KY,Elliott County,0.098051
"York County, ME", ME,York County,0.096877
"Lamoille County, VT", VT,Lamoille County,0.096861
"Allegany County, NY", NY,Allegany County,0.096853
"Sagadahoc County, ME", ME,Sagadahoc County,0.096842
"Wexford County, MI", MI,Wexford County,0.096831
"Marion County, IA", IA,Marion County,0.096822
"Cannon County, TN", TN,Cannon County,0.096809
"Kalkaska County, MI", MI,Kalkaska County,0.096806
"Chenango County, NY", NY,Chenango County,0.096768
"Arenac County, MI", MI,Arenac County,0.096748
"Lawrence County, OH", OH,Lawrence County,0.096736
"Boone County, IA", IA,Boone County,0.096709
"Union County, IA", IA,Union County,0.096683
"Granite County, MT", MT,Granite County,0.096672
"Clay County, KS", KS,Clay County,0.096653
"Marion County, AR", AR,Marion County,0.096637
"Cumberland County, TN", TN,Cumberland County,0.096593
"Waupaca County, WI", WI,Waupaca County,0.096558
"Golden Valley County, ND", ND,Golden Valley County,0.096534
"Washington County, KS", KS,Washington County,0.096468
"Furnas County, NE", NE,Furnas County,0.096368
"Meeker County, MN", MN,Meeker County,0.096229
"Polk County, NE", NE,Polk County,0.096132
"Jefferson County, MO", MO,Jefferson County,0.094983
"Belknap County, NH", NH,Belknap County,0.094976
"Pierce County, WI", WI,Pierce County,0.094973
"Otsego County, MI", MI,Otsego County,0.094971
"Miller County, MO", MO,Miller County,0.094969
"Bennington County, VT", VT,Bennington County,0.094951
"Guernsey County, OH", OH,Guernsey County,0.094932
"Osceola County, MI", MI,Osceola County,0.094924
"Spink County, SD", SD,Spink County,0.094863
"Herkimer County, NY", NY,Herkimer County,0.094852
"Caldwell County, MO", MO,Caldwell County,0.094845
"Towns County, GA", GA,Towns County,0.094772
"McHenry County, ND", ND,McHenry County,0.094728
"Owen County, KY", KY,Owen County,0.09471
"Somerset County, PA", PA,Somerset County,0.094635
"Casey County, KY", KY,Casey County,0.094595
"Hamlin County, SD", SD,Hamlin County,0.094472
"Maverick County, TX", TX,Maverick County,0.094273
"Kennebec County, ME", ME,Kennebec County,0.093086
"Christian County, IL", IL,Christian County,0.093075
"Clare County, MI", MI,Clare County,0.093053
"Blair County, PA", PA,Blair County,0.093045
"Antrim County, MI", MI,Antrim County,0.093
"Reynolds County, MO", MO,Reynolds County,0.092995
"Dallas County, MO", MO,Dallas County,0.092969
"Winneshiek County, IA", IA,Winneshiek County,0.092939
"De Witt County, IL", IL,De Witt County,0.09293
"Lincoln County, KS", KS,Lincoln County,0.092922
"Warren County, IA", IA,Warren County,0.092905
"Harrison County, OH", OH,Harrison County,0.092884
"Cleburne County, AR", AR,Cleburne County,0.092873
"Washington County, NE", NE,Washington County,0.092867
"Wabasha County, MN", MN,Wabasha County,0.09269
"Clinton County, KY", KY,Clinton County,0.092685
"Windsor County, VT", VT,Windsor County,0.091231
"Bullitt County, KY", KY,Bullitt County,0.091206
"Wright County, MO", MO,Wright County,0.091196
"Grundy County, MO", MO,Grundy County,0.091184
"Clinton County, PA", PA,Clinton County,0.091179
"Randolph County, AR", AR,Randolph County,0.091164
"Stone County, AR", AR,Stone County,0.091157
"Kanabec County, MN", MN,Kanabec County,0.091152
"Carter County, TN", TN,Carter County,0.091146
"Iron County, MI", MI,Iron County,0.091144
"Logan County, NE", NE,Logan County,0.091133
"Gage County, NE", NE,Gage County,0.091125
"Harlan County, KY", KY,Harlan County,0.091119
"Clay County, TN", TN,Clay County,0.091117
"Cedar County, MO", MO,Cedar County,0.091115
"Crawford County, PA", PA,Crawford County,0.091113
"Hillsdale County, MI", MI,Hillsdale County,0.091104
"Sweet Grass County, MT", MT,Sweet Grass County,0.091102
"Schuyler County, NY", NY,Schuyler County,0.091102
"Baxter County, AR", AR,Baxter County,0.091101
"Tuscarawas County, OH", OH,Tuscarawas County,0.09107
"Marshall County, KS", KS,Marshall County,0.091061
"Greene County, IA", IA,Greene County,0.090986
"Monroe County, IA", IA,Monroe County,0.09097
"DeKalb County, IN", IN,DeKalb County,0.090902
"Custer County, NE", NE,Custer County,0.090853
"Menifee County, KY", KY,Menifee County,0.090852
"Spencer County, IN", IN,Spencer County,0.090837
"Morgan County, UT", UT,Morgan County,0.090818
"Juniata County, PA", PA,Juniata County,0.090795
"Webb County, TX", TX,Webb County,0.090279
"Caledonia County, VT", VT,Caledonia County,0.089381
"Butler County, PA", PA,Butler County,0.089349
"Hutchinson County, SD", SD,Hutchinson County,0.089245
"Allen County, KY", KY,Allen County,0.08924
"Sheridan County, ND", ND,Sheridan County,0.089237
"Richland County, WI", WI,Richland County,0.089231
"Renville County, ND", ND,Renville County,0.0892
"Jennings County, IN", IN,Jennings County,0.08914
"Fremont County, IA", IA,Fremont County,0.089001
"Grainger County, TN", TN,Grainger County,0.088992
"Jay County, IN", IN,Jay County,0.088917
"Perkins County, NE", NE,Perkins County,0.088647
"Hancock County, ME", ME,Hancock County,0.087501
"Price County, WI", WI,Price County,0.087483
"Adams County, ND", ND,Adams County,0.087482
"Washington County, OH", OH,Washington County,0.087453
"Crow Wing County, MN", MN,Crow Wing County,0.087448
"Franklin County, MO", MO,Franklin County,0.087434
"Oneida County, WI", WI,Oneida County,0.087433
"Hawkins County, TN", TN,Hawkins County,0.087426
"Decatur County, KS", KS,Decatur County,0.087411
"Giles County, VA", VA,Giles County,0.087403
"Hardin County, OH", OH,Hardin County,0.0874
"Monona County, IA", IA,Monona County,0.087395
"Potter County, SD", SD,Potter County,0.087393
"Fannin County, GA", GA,Fannin County,0.087389
"Stone County, MO", MO,Stone County,0.08735
"Kingsbury County, SD", SD,Kingsbury County,0.08735
"Ogemaw County, MI", MI,Ogemaw County,0.087349
"Meagher County, MT", MT,Meagher County,0.087349
"Grant County, ND", ND,Grant County,0.087292
"Miner County, SD", SD,Miner County,0.087268
"Worth County, IA", IA,Worth County,0.087137
"Wyandot County, OH", OH,Wyandot County,0.08713
"Noble County, OH", OH,Noble County,0.087098
"Butler County, NE", NE,Butler County,0.087044
"Wood County, WV", WV,Wood County,0.085603
"Knox County, OH", OH,Knox County,0.08559
"Ripley County, MO", MO,Ripley County,0.085577
"Fallon County, MT", MT,Fallon County,0.085577
"Hardin County, IL", IL,Hardin County,0.085565
"Crawford County, MI", MI,Crawford County,0.08555
"Tioga County, NY", NY,Tioga County,0.085537
"Coos County, NH", NH,Coos County,0.085533
"Hickory County, MO", MO,Hickory County,0.085521
"Decatur County, IN", IN,Decatur County,0.085503
"Polk County, WI", WI,Polk County,0.085499
"Madison County, MO", MO,Madison County,0.085481
"Oconto County, WI", WI,Oconto County,0.085481
"Snyder County, PA", PA,Snyder County,0.085455
"Yates County, NY", NY,Yates County,0.085454
"Crawford County, WI", WI,Crawford County,0.085454
"Metcalfe County, KY", KY,Metcalfe County,0.085421
"Seward County, NE", NE,Seward County,0.085413
"Kewaunee County, WI", WI,Kewaunee County,0.085386
"Pawnee County, NE", NE,Pawnee County,0.085379
"Wells County, IN", IN,Wells County,0.085357
"Chariton County, MO", MO,Chariton County,0.08533
"Turner County, SD", SD,Turner County,0.08533
"Sanborn County, SD", SD,Sanborn County,0.085327
"Cass County, IA", IA,Cass County,0.085309
"Jewell County, KS", KS,Jewell County,0.085308
"Fountain County, IN", IN,Fountain County,0.085304
"Rooks County, KS", KS,Rooks County,0.085294
"Buchanan County, VA", VA,Buchanan County,0.085152
"Thomas County, NE", NE,Thomas County,0.085043
"Orleans County, VT", VT,Orleans County,0.083652
"Sullivan County, NH", NH,Sullivan County,0.083649
"Roscommon County, MI", MI,Roscommon County,0.083647
"Benton County, MO", MO,Benton County,0.083631
"Pike County, OH", OH,Pike County,0.083623
"Palo Alto County, IA", IA,Palo Alto County,0.083606
"Boyd County, NE", NE,Boyd County,0.083589
"Huntington County, IN", IN,Huntington County,0.083575
"Pike County, IL", IL,Pike County,0.083544
"Perry County, MO", MO,Perry County,0.083523
"Carroll County, IA", IA,Carroll County,0.083508
"Tipton County, IN", IN,Tipton County,0.083417
"Hamilton County, NE", NE,Hamilton County,0.083259
"Antelope County, NE", NE,Antelope County,0.083197
"Starr County, TX", TX,Starr County,0.082592
"Putnam County, WV", WV,Putnam County,0.081809
"Ransom County, ND", ND,Ransom County,0.081766
"Ralls County, MO", MO,Ralls County,0.081765
"Dickinson County, MI", MI,Dickinson County,0.08176
"Grant County, WI", WI,Grant County,0.081759
"Orange County, IN", IN,Orange County,0.081754
"Geauga County, OH", OH,Geauga County,0.08174
"Stoddard County, MO", MO,Stoddard County,0.081735
"Washington County, VA", VA,Washington County,0.081722
"Bath County, KY", KY,Bath County,0.081714
"Smith County, KS", KS,Smith County,0.081713
"Highland County, OH", OH,Highland County,0.081704
"Wyoming County, PA", PA,Wyoming County,0.081702
"Ontonagon County, MI", MI,Ontonagon County,0.081702
"Edmonson County, KY", KY,Edmonson County,0.081699
"Polk County, TN", TN,Polk County,0.08168
"Nemaha County, KS", KS,Nemaha County,0.081676
"Trego County, KS", KS,Trego County,0.081665
"Huron County, MI", MI,Huron County,0.081665
"Harrison County, MO", MO,Harrison County,0.081664
"Gallatin County, IL", IL,Gallatin County,0.081657
"Saunders County, NE", NE,Saunders County,0.081638
"Linn County, MO", MO,Linn County,0.081624
"Hitchcock County, NE", NE,Hitchcock County,0.081522
"Slope County, ND", ND,Slope County,0.081136
"Piscataquis County, ME", ME,Piscataquis County,0.079928
"Hamilton County, NY", NY,Hamilton County,0.079915
"Claiborne County, TN", TN,Claiborne County,0.079909
"Marinette County, WI", WI,Marinette County,0.079872
"Richland County, IL", IL,Richland County,0.079862
"Wabash County, IL", IL,Wabash County,0.079857
"Orange County, VT", VT,Orange County,0.079849
"Perry County, KY", KY,Perry County,0.079849
"Woodford County, IL", IL,Woodford County,0.079833
"Whitley County, IN", IN,Whitley County,0.079802
"Douglas County, MO", MO,Douglas County,0.079797
"Wayne County, MO", MO,Wayne County,0.079791
"Ozark County, MO", MO,Ozark County,0.079764
"Logan County, WV", WV,Logan County,0.079747
"Mitchell County, KS", KS,Mitchell County,0.079743
"Howard County, NE", NE,Howard County,0.079646
"Sac County, IA", IA,Sac County,0.079542
"Jackson County, IA", IA,Jackson County,0.078039
"Knox County, ME", ME,Knox County,0.078006
"Carroll County, NH", NH,Carroll County,0.078
"Menard County, IL", IL,Menard County,0.077996
"Lincoln County, WI", WI,Lincoln County,0.07799
"Venango County, PA", PA,Venango County,0.077985
"Laurel County, KY", KY,Laurel County,0.077974
"Oxford County, ME", ME,Oxford County,0.077963
"Bremer County, IA", IA,Bremer County,0.077953
"Lewis County, NY", NY,Lewis County,0.077944
"Doddridge County, WV", WV,Doddridge County,0.077941
"Rutland County, VT", VT,Rutland County,0.077941
"Fulton County, AR", AR,Fulton County,0.07794
"Crawford County, OH", OH,Crawford County,0.07794
"Essex County, VT", VT,Essex County,0.077938
"Perkins County, SD", SD,Perkins County,0.077936
"Crawford County, MO", MO,Crawford County,0.077916
"McIntosh County, ND", ND,McIntosh County,0.077914
"Fayette County, IN", IN,Fayette County,0.07791
"Hancock County, KY", KY,Hancock County,0.077905
"Lee County, KY", KY,Lee County,0.077885
